"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Ben Simmons","42:41",".571",".571",".000",".000","2.3","18.9","10.0","35.4","1.2","4.7","22.2","18.8","102","99"
"3","J.J. Redick","41:18",".537",".500",".533",".267","0.0","5.6","2.6","8.5","2.5","0.0","15.2","21.3","95","103"
"4","Joel Embiid","41:10",".403",".385",".038",".115","14.6","36.4","24.7","10.2","1.3","2.4","9.9","32.8","86","96"
"5","Dario Saric","34:12",".446",".455",".364",".273","2.9","13.5","7.8","14.6","4.6","2.9","0.0","16.1","104","94"
"6","Robert Covington","24:50",".056",".000",".625",".250","4.0","4.6","4.3","5.6","2.1","0.0","10.1","17.7","24","104"
"8","Marco Belinelli","36:25",".466",".417",".583",".167","0.0","12.7","5.9","13.6","0.0","0.0","7.2","17.0","99","106"
"9","Ersan Ilyasova","27:02",".651",".556",".556",".444","11.1","17.0","13.9","13.0","0.0","3.7","0.0","17.7","148","103"
"10","T.J. McConnell","14:13","1.000","1.000",".000",".000","0.0","16.2","7.5","24.4","0.0","0.0","50.0","12.5","96","106"
"11","Amir Johnson","3:09","","","","","31.7","0.0","17.0","0.0","0.0","0.0","","0.0","220","110"
"12","Justin Anderson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Markelle Fultz","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Jerryd Bayless","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Richaun Holmes","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","265",".467",".438",".309",".186","24.5","80.4","50.5","60.5","7.9","9.4","11.8","100.0","97.1","100.1"
