"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Giannis Antetokounmpo","41:24",".584",".565",".087",".348","2.9","32.1","18.7","20.2","1.3","0.0","0.0","33.0","126","95"
"3","Khris Middleton","38:59","1.000","1.000",".250",".000","0.0","13.1","7.1","4.2","1.4","0.0","33.3","15.8","116","99"
"4","Eric Bledsoe","32:07",".383",".350",".400",".400","0.0","0.0","0.0","17.8","1.7","3.3","14.5","22.1","80","99"
"5","Malcolm Brogdon","27:06",".794",".786",".143","1.000","4.4","18.8","12.2","12.2","0.0","0.0","0.0","19.1","167","101"
"6","Thon Maker","24:55",".333",".333",".667",".000","14.4","16.4","15.5","0.0","2.2","4.3","33.3","18.6","65","93"
"8","Jabari Parker","26:06",".450",".450",".300",".000","9.2","35.2","23.3","12.0","2.1","0.0","0.0","19.7","109","93"
"9","Tony Snell","21:59",".500",".500","1.000",".000","0.0","9.3","5.0","0.0","2.5","4.9","0.0","14.1","99","94"
"10","Matthew Dellavedova","16:17",".375",".375","1.000",".000","0.0","0.0","0.0","50.5","0.0","0.0","0.0","12.6","126","106"
"11","Tyler Zeller","11:07",".798","1.000",".000","2.000","0.0","27.6","14.9","0.0","0.0","0.0","0.0","8.7","159","99"
"12","Brandon Jennings","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Jason Terry","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Sterling Brown","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Shabazz Muhammad","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".576",".560",".347",".280","17.5","87.2","55.2","50.0","6.8","6.7","9.7","100.0","110.2","97.7"
