"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Paul George","44:39",".559",".500",".231",".385","2.5","16.0","9.6","8.2","2.2","2.5","6.2","32.4","112","100"
"3","Russell Westbrook","44:00",".540",".500",".231",".154","7.6","27.9","18.2","37.3","0.0","0.0","10.7","47.3","108","103"
"4","Steven Adams","40:36",".436",".333",".000",".333","2.7","12.6","7.9","3.2","2.4","0.0","0.0","7.6","106","103"
"5","Carmelo Anthony","25:25",".451",".333",".333",".667","0.0","20.1","10.5","0.0","3.9","0.0","0.0","13.6","97","97"
"6","Corey Brewer","23:18",".625",".625",".500",".000","0.0","13.1","6.9","5.9","0.0","0.0","0.0","7.7","133","108"
"8","Alex Abrines","24:42",".500",".500",".667",".000","4.5","12.4","8.6","5.2","4.0","4.5","0.0","5.4","126","96"
"9","Jerami Grant","23:12","1.000","1.000",".000",".000","4.8","4.4","4.6","0.0","2.1","0.0","0.0","3.8","204","106"
"10","Patrick Patterson","6:47","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","112"
"11","Raymond Felton","4:00",".500",".500",".000",".000","0.0","25.5","13.3","44.4","0.0","0.0","33.3","33.5","80","104"
"12","Josh Huestis","3:21",".266",".000",".000","2.000","0.0","0.0","0.0","0.0","0.0","33.3","0.0","25.0","59","92"
"13","Nick Collison","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Dakari Johnson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Terrance Ferguson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".537",".489",".236",".270","16.3","78.7","48.9","33.3","9.3","7.0","7.4","100.0","110.1","101.9"
