"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Joe Ingles","40:36",".540",".538",".538",".154","0.0","20.6","10.1","19.0","1.2","0.0","12.6","17.4","100","104"
"3","Donovan Mitchell","38:04",".462",".375",".292",".292","2.6","21.9","12.1","11.5","5.2","0.0","10.0","35.2","89","95"
"4","Jae Crowder","33:59",".210",".136",".636",".182","0.0","15.4","7.5","9.2","1.4","5.6","0.0","15.6","54","101"
"5","Rudy Gobert","32:17",".698",".714",".000",".286","12.4","19.4","15.8","0.0","1.5","8.9","27.6","15.0","106","98"
"6","Royce O'Neale","28:25",".508",".429",".429",".286","0.0","18.4","9.0","6.3","0.0","0.0","33.7","18.6","68","108"
"8","Raul Neto","17:37",".431",".400",".300",".100","5.7","5.9","5.8","22.9","0.0","0.0","16.1","31.4","82","111"
"9","Derrick Favors","15:43",".868","1.000",".000","1.000","6.4","0.0","3.2","11.8","3.1","0.0","25.8","11.0","132","105"
"10","Jonas Jerebko","14:01",".000",".000","1.000",".000","0.0","7.4","3.6","21.4","0.0","0.0","0.0","3.2","74","111"
"11","Dante Exum","10:10",".654",".667",".167",".333","0.0","0.0","0.0","36.0","0.0","0.0","0.0","30.1","129","113"
"12","Alec Burks","9:08",".000",".000",".000",".000","10.9","34.3","22.4","16.4","0.0","0.0","33.3","14.6","34","103"
"13","Tony Bradley","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Ekpe Udoh","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".474",".428",".349",".241","16.7","80.4","47.9","50.0","8.2","10.0","14.8","100.0","89.2","102.5"
