"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Ben Simmons","35:12",".535",".400",".000",".700","3.5","22.7","14.7","28.7","2.8","2.6","18.7","19.6","105","86"
"3","Robert Covington","33:27",".500",".500",".600",".000","3.7","10.6","7.7","15.2","0.0","0.0","9.1","14.1","101","99"
"4","J.J. Redick","32:14",".776",".654",".769",".769","0.0","0.0","0.0","11.9","0.0","0.0","10.3","25.8","140","102"
"5","Joel Embiid","29:29",".586",".571",".000",".357","8.3","30.1","21.0","7.8","3.3","3.1","19.8","29.4","94","82"
"6","Dario Saric","22:31",".372",".222",".556",".444","10.9","11.8","11.5","35.8","0.0","0.0","15.7","24.3","91","98"
"8","Ersan Ilyasova","31:58",".425",".400",".400",".400","0.0","27.8","16.1","19.4","3.1","0.0","14.5","9.2","94","86"
"9","Marco Belinelli","30:26",".400",".333",".250",".333","0.0","8.8","5.1","17.1","0.0","0.0","0.0","19.4","95","100"
"10","T.J. McConnell","12:48",".581",".667",".000",".333","0.0","20.8","12.1","42.5","3.8","0.0","0.0","11.5","134","87"
"11","Amir Johnson","7:42",".694",".667",".000","1.000","48.0","11.5","26.8","0.0","0.0","0.0","18.8","29.7","127","99"
"12","Justin Anderson","4:13",".000",".000","1.000",".000","0.0","21.1","12.2","0.0","0.0","0.0","33.3","30.5","0","96"
"13","Richaun Holmes","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Markelle Fultz","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Timothe Luwawu-Cabarrot","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".537",".463",".346",".444","23.1","81.5","57.0","79.4","7.1","3.8","13.4","100.0","106.2","92.9"
