"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Karl-Anthony Towns","40:02","3","9",".333","0","2",".000","2","4",".500","4","8","12","2","0","1","2","2","8","-1"
"3","Jimmy Butler","36:10","4","11",".364","2","5",".400","3","3","1.000","1","4","5","3","2","0","0","4","13","+5"
"4","Andrew Wiggins","32:07","7","15",".467","1","3",".333","3","4",".750","2","4","6","1","0","0","2","4","18","-3"
"5","Taj Gibson","31:47","4","6",".667","0","0","","1","1","1.000","2","4","6","1","0","0","2","1","9","-3"
"6","Jeff Teague","28:31","4","9",".444","1","4",".250","6","7",".857","1","8","9","8","1","1","5","4","15","-4"
"8","Jamal Crawford","26:07","4","11",".364","3","7",".429","4","4","1.000","0","2","2","2","0","0","0","0","15","+5"
"9","Derrick Rose","23:56","7","14",".500","1","2",".500","1","1","1.000","0","2","2","4","0","0","2","3","16","-6"
"10","Gorgui Dieng","7:58","2","3",".667","0","0","","3","4",".750","1","2","3","0","0","0","0","1","7","-2"
"11","Tyus Jones","7:29","0","0","","0","0","","0","0","","0","0","0","1","0","0","0","0","0","+2"
"12","Nemanja Bjelica","5:53","0","2",".000","0","0","","0","0","","0","2","2","0","0","0","0","0","0","-8"
"13","Marcus Georges-Hunt","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Cole Aldrich","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Aaron Brooks","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","35","80",".438","8","23",".348","23","28",".821","11","36","47","22","3","2","13","19","101",""
