"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jrue Holiday","46:33",".500",".500",".375",".000","2.0","16.8","8.7","22.5","0.9","2.0","7.7","22.0","104","114"
"3","Anthony Davis","42:59",".521",".521",".125",".000","8.6","28.6","17.6","16.1","2.0","6.6","7.7","23.8","107","106"
"4","Nikola Mirotic","39:03",".520",".531",".500",".188","2.4","22.9","11.6","3.1","2.2","0.0","0.0","17.5","106","111"
"5","Rajon Rondo","38:07",".674",".633",".267",".200","7.3","11.7","9.3","39.8","5.7","0.0","30.0","24.1","111","105"
"6","E'Twaun Moore","35:43",".538",".538",".615",".000","0.0","6.3","2.8","3.3","1.2","2.6","7.1","15.4","97","114"
"8","Darius Miller","17:03",".579",".333",".667","1.000","0.0","13.1","5.9","18.7","2.6","0.0","18.8","12.3","117","112"
"9","Solomon Hill","9:53",".167",".167",".500",".000","9.3","0.0","5.1","33.8","0.0","0.0","0.0","23.9","71","120"
"10","Ian Clark","6:12",".500",".500",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.7","97","120"
"11","Cheick Diallo","4:28","1.000","1.000",".000",".000","0.0","50.0","22.6","0.0","0.0","0.0","0.0","17.6","200","112"
"12","Frank Jackson","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"13","Emeka Okafor","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Jordan Crawford","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","DeAndre Liggins","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".532",".519",".352",".086","19.2","83.7","48.4","68.8","10.9","9.8","10.7","100.0","105.8","110.3"
