"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","John Wall","31:54",".664",".529",".118",".647","3.5","11.6","7.3","47.6","0.0","2.9","15.5","36.6","125","129"
"3","Markieff Morris","27:34",".429",".429",".286",".000","0.0","17.9","8.5","4.7","3.4","3.3","12.5","13.1","76","120"
"4","Otto Porter","25:12",".551",".500",".000",".200","0.0","9.8","4.6","11.7","5.6","0.0","0.0","19.5","114","119"
"5","Bradley Beal","24:38",".379",".318",".455",".182","0.0","10.0","4.8","16.2","0.0","0.0","0.0","21.8","87","132"
"6","Marcin Gortat","12:05",".000",".000",".000",".000","0.0","30.6","14.5","0.0","0.0","0.0","0.0","14.9","0","128"
"8","Ty Lawson","31:20",".643",".600",".500",".200","3.6","7.9","5.6","34.2","0.0","0.0","8.4","17.1","134","132"
"9","Kelly Oubre","30:17",".589",".591",".273",".182","3.7","16.3","9.7","4.9","1.5","3.0","7.8","19.2","108","125"
"10","Mike Scott","27:19",".919",".900",".500",".200","0.0","18.0","8.6","5.9","0.0","0.0","0.0","18.0","171","130"
"11","Ian Mahinmi","15:00",".968","1.000",".000","1.250","0.0","24.6","11.7","0.0","3.1","0.0","0.0","18.7","200","122"
"12","Tomas Satoransky","14:41",".521",".500",".000","1.000","7.6","25.1","15.9","8.4","0.0","0.0","25.8","11.9","100","129"
"13","Jodie Meeks","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended"
"14","Tim Frazier","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Jason Smith","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".605",".547",".256",".326","9.3","76.9","41.5","61.9","6.8","5.8","7.5","100.0","116.3","127.0"
