"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Chris Paul","38:11",".573",".529",".412",".412","6.1","29.8","17.5","13.0","1.3","0.0","4.7","24.7","121","123"
"3","James Harden","35:08",".722",".688",".375",".417","3.3","10.8","6.9","48.1","1.4","0.0","12.3","41.3","134","124"
"4","P.J. Tucker","34:30",".116",".000",".667","1.000","3.4","14.6","8.8","7.1","1.4","3.0","18.8","6.9","54","121"
"5","Clint Capela","29:57",".857",".857",".000",".000","3.9","21.1","12.2","16.4","1.7","6.8","0.0","10.5","181","116"
"6","Trevor Ariza","23:21",".474",".438",".625",".125","0.0","10.8","5.2","0.0","2.1","0.0","10.6","18.1","85","122"
"8","Eric Gordon","33:54",".577",".577",".538",".000","0.0","18.6","9.0","13.9","0.0","0.0","23.5","22.4","92","127"
"9","Luc Mbah a Moute","17:28",".000",".000",".333",".000","6.7","21.7","13.9","0.0","0.0","0.0","14.3","17.9","13","127"
"10","Gerald Green","16:42",".600",".600",".800",".000","7.0","15.1","10.9","0.0","0.0","0.0","16.7","16.1","103","127"
"11","Nene Hilario","5:45",".000",".000",".000",".000","0.0","22.0","10.6","0.0","0.0","0.0","0.0","7.8","0","126"
"12","Ryan Anderson","5:04",".000",".000","1.000",".000","0.0","24.9","12.0","0.0","0.0","0.0","0.0","8.8","0","126"
"13","Tarik Black","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Joe Johnson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Aaron Jackson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".562",".535",".435",".247","17.1","92.1","53.2","46.2","5.2","6.4","12.1","100.0","109.4","122.8"
