"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","P.J. Tucker","42:14","3","6",".500","2","4",".500","0","0","","2","7","9","0","0","0","2","3","8","+14"
"3","Trevor Ariza","42:04","1","6",".167","1","4",".250","3","4",".750","0","2","2","1","3","0","0","4","6","0"
"4","James Harden","38:57","5","21",".238","0","11",".000","9","9","1.000","0","3","3","4","2","0","6","2","19","+8"
"5","Chris Paul","37:40","6","19",".316","4","9",".444","4","4","1.000","2","5","7","6","3","0","0","4","20","-13"
"6","Clint Capela","26:36","5","6",".833","0","0","","2","5",".400","3","11","14","0","0","2","1","3","12","+6"
"8","Eric Gordon","36:26","6","15",".400","3","10",".300","9","10",".900","1","3","4","1","2","1","0","2","24","0"
"9","Gerald Green","16:03","3","5",".600","3","5",".600","0","0","","0","1","1","0","0","0","1","1","9","+5"
"10","Aaron Jackson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"11","Nene Hilario","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"12","Ryan Anderson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Joe Johnson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Tarik Black","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Luc Mbah a Moute","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","29","78",".372","13","43",".302","27","32",".844","8","32","40","12","10","3","10","19","98",""
