"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Anthony Davis","40:35","15","27",".556","1","3",".333","2","3",".667","3","15","18","3","4","0","1","4","33","+24"
"3","Rajon Rondo","37:14","2","11",".182","0","2",".000","0","0","","2","8","10","21","1","0","4","2","4","+23"
"4","E'Twaun Moore","35:43","5","11",".455","0","1",".000","3","3","1.000","0","1","1","3","0","0","1","1","13","+12"
"5","Jrue Holiday","35:37","8","14",".571","3","7",".429","2","4",".500","1","6","7","5","2","2","2","2","21","+24"
"6","Nikola Mirotic","33:31","6","12",".500","3","5",".600","1","1","1.000","2","11","13","3","0","0","2","2","16","+14"
"8","Ian Clark","21:32","7","11",".636","3","5",".600","1","1","1.000","0","1","1","1","0","1","0","1","18","+2"
"9","Solomon Hill","14:20","3","6",".500","3","6",".500","0","0","","1","1","2","0","0","0","1","3","9","+9"
"10","Darius Miller","14:18","2","4",".500","1","2",".500","0","0","","1","1","2","0","0","0","2","2","5","-3"
"11","Cheick Diallo","3:35","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","3","0","-5"
"12","DeAndre Liggins","3:35","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-5"
"13","Frank Jackson","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"14","Emeka Okafor","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Jordan Crawford","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","48","96",".500","14","31",".452","9","12",".750","10","44","54","36","7","3","15","20","119",""
