"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Klay Thompson","42:16",".709",".667",".833",".222","3.0","8.3","5.8","7.1","2.3","0.0","4.8","23.6","132","111"
"3","Kevin Durant","40:16",".624",".574",".222",".222","0.0","8.7","4.5","4.7","0.0","2.5","3.3","36.5","116","115"
"4","Draymond Green","36:50",".370",".200",".200",".800","0.0","28.6","14.8","28.8","2.7","5.4","30.7","12.7","94","103"
"5","Stephen Curry","35:10",".567",".567",".333",".133","3.6","16.6","10.4","35.1","2.8","2.8","5.9","23.0","124","106"
"6","Andre Iguodala","27:59",".844",".667",".333","2.667","0.0","16.7","8.7","4.4","3.5","0.0","23.5","14.6","135","107"
"8","Kevon Looney","24:46","1.000","1.000",".000",".000","5.1","14.2","9.8","4.8","2.0","0.0","50.0","3.9","128","111"
"9","Nick Young","15:13",".900",".900","1.000",".000","0.0","7.7","4.0","0.0","0.0","0.0","0.0","15.8","156","117"
"10","Shaun Livingston","13:40",".643",".600",".000",".200","0.0","42.8","22.2","0.0","0.0","0.0","0.0","19.1","123","110"
"11","David West","3:50","1.000","1.000",".000",".000","0.0","30.5","15.9","85.0","0.0","0.0","0.0","12.5","212","111"
"12","Quinn Cook","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Zaza Pachulia","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Jordan Bell","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","JaVale McGee","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".654",".606",".413",".313","7.9","82.9","46.8","57.1","9.3","8.3","9.0","100.0","122.8","109.4"
