"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Paul George","37:37",".862",".850",".550",".100","6.1","13.9","10.2","0.0","1.3","0.0","16.1","28.3","140","111"
"3","Carmelo Anthony","37:19",".508",".462",".538",".308","0.0","19.6","10.2","7.4","3.8","4.4","16.9","20.4","93","100"
"4","Russell Westbrook","37:07",".501",".400",".160",".360","3.1","33.7","19.1","36.9","1.3","0.0","14.7","39.2","104","106"
"5","Steven Adams","36:35",".515",".444",".000",".667","12.5","8.6","10.4","11.0","0.0","0.0","0.0","13.6","134","115"
"6","Corey Brewer","33:38",".902",".833",".333",".667","6.8","3.1","4.9","3.7","2.8","2.4","20.5","6.2","158","107"
"8","Alex Abrines","21:17",".786",".786",".714",".000","0.0","14.7","7.7","0.0","0.0","0.0","12.5","16.1","132","113"
"9","Jerami Grant","14:18",".500",".500",".000",".000","0.0","21.9","11.4","19.6","3.3","5.7","33.3","18.0","81","99"
"10","Raymond Felton","11:55",".250",".250",".250",".000","0.0","8.8","4.6","0.0","0.0","6.8","20.0","18.0","42","109"
"11","Patrick Patterson","7:46","","","","","0.0","26.9","14.0","0.0","0.0","0.0","","0.0","0","110"
"12","Terrance Ferguson","2:28","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","114"
"13","Nick Collison","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Dakari Johnson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Josh Huestis","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".610",".565",".341",".271","21.4","80.4","52.3","39.0","8.0","8.5","15.2","100.0","115.7","107.7"
