"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Anthony Davis","39:56",".492",".364",".136",".455","4.8","26.1","15.0","5.4","1.1","3.9","18.5","32.4","86","107"
"3","Jrue Holiday","39:33",".535",".531",".250",".250","4.9","13.2","8.8","16.3","1.1","0.0","10.1","20.0","103","112"
"4","E'Twaun Moore","36:45",".635",".607",".286",".286","0.0","2.8","1.4","6.1","0.0","0.0","6.0","18.2","120","116"
"5","Rajon Rondo","31:58",".255",".250",".200",".400","6.0","29.4","17.2","31.1","0.0","0.0","25.4","19.7","58","113"
"6","Nikola Mirotic","31:52",".380",".143",".286",".714","6.0","29.5","17.3","9.9","0.0","4.9","17.9","14.0","81","108"
"8","Ian Clark","24:26",".359",".286",".500",".214","3.9","4.3","4.1","24.4","5.5","0.0","11.5","28.3","76","103"
"9","Darius Miller","14:53",".000",".000","1.000",".000","0.0","21.0","10.1","0.0","3.0","0.0","0.0","5.4","0","107"
"10","Solomon Hill","12:24",".750",".750","1.000",".000","7.7","16.8","12.1","13.8","0.0","0.0","33.3","9.7","108","114"
"11","Cheick Diallo","4:11",".000",".000",".000",".000","0.0","0.0","0.0","0.0","10.7","0.0","0.0","9.5","0","92"
"12","DeAndre Liggins","4:02","","","","","0.0","25.9","12.4","0.0","0.0","0.0","100.0","9.9","0","113"
"13","Jordan Crawford","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Emeka Okafor","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Frank Jackson","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"16","Team Totals","240",".455",".386",".295",".341","20.0","89.1","53.1","53.1","6.5","6.5","15.8","100.0","85.8","110.0"
