"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","John Wall","43:57",".540",".476",".190",".333","0.0","23.4","11.6","37.7","1.1","5.7","22.5","29.6","98","108"
"3","Bradley Beal","36:17",".479",".475",".400",".100","0.0","12.6","6.2","15.0","1.4","0.0","12.6","27.5","94","114"
"4","Marcin Gortat","34:27",".506",".444",".000",".222","16.2","23.2","19.7","8.9","0.0","2.4","9.2","13.2","119","113"
"5","Otto Porter","30:31",".455",".444",".333",".222","0.0","15.0","7.4","10.2","1.6","0.0","9.2","14.9","96","114"
"6","Markieff Morris","28:54",".338",".250",".250",".250","11.6","23.7","17.6","0.0","1.7","0.0","18.4","15.8","75","112"
"8","Kelly Oubre","25:55",".497",".318",".636",".636","0.0","4.4","2.2","0.0","1.9","0.0","0.0","22.7","120","114"
"9","Ty Lawson","14:26",".500",".500",".250",".000","7.7","7.9","7.8","43.8","0.0","0.0","0.0","11.6","139","118"
"10","Mike Scott","13:57",".700",".700",".200",".000","16.0","16.4","16.2","0.0","0.0","0.0","0.0","15.0","152","117"
"11","Ian Mahinmi","7:33","1.000","1.000",".000",".000","14.8","30.3","22.4","0.0","6.6","0.0","0.0","5.5","204","100"
"12","Tomas Satoransky","4:03",".000",".000",".000",".000","55.1","0.0","27.9","32.0","0.0","0.0","33.3","31.0","49","119"
"13","Jodie Meeks","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended"
"14","Tim Frazier","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Jason Smith","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".492",".439",".289",".244","32.6","85.7","58.8","56.8","6.3","7.0","13.1","100.0","102.2","112.6"
