"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Victor Oladipo","38:58",".486",".367",".533",".533","0.0","19.0","10.1","31.0","4.1","0.0","21.3","29.3","93","96"
"3","Bojan Bogdanovic","35:48",".919",".967",".600",".200","0.0","13.8","7.3","0.0","0.0","0.0","10.9","24.9","147","107"
"4","Thaddeus Young","33:23",".600",".600",".000",".000","21.1","7.4","13.8","5.7","4.8","6.4","9.1","16.0","126","94"
"5","Myles Turner","30:22",".364",".364",".364",".000","9.3","32.4","21.7","0.0","1.8","0.0","21.4","22.4","65","98"
"6","Darren Collison","29:40",".190",".143",".286",".286","0.0","8.3","4.4","15.0","1.8","0.0","20.2","16.2","50","104"
"8","Domantas Sabonis","24:14",".643",".600",".200",".200","0.0","5.1","2.7","7.1","0.0","4.4","26.9","14.9","95","106"
"9","Lance Stephenson","23:05",".450",".375",".125",".250","0.0","26.7","14.2","7.5","0.0","0.0","10.1","20.8","90","103"
"10","Cory Joseph","19:09",".798",".500",".500","2.000","0.0","0.0","0.0","31.8","0.0","0.0","21.0","12.1","150","111"
"11","Trevor Booker","5:21","","","","","0.0","46.0","24.6","0.0","0.0","0.0","","0.0","0","98"
"12","T.J. Leaf","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Glenn Robinson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Al Jefferson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Alex Poythress","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".562",".521",".356",".274","20.6","76.9","50.7","50.0","9.0","6.7","17.2","100.0","103.3","101.0"
