"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jrue Holiday","40:42",".725",".696",".304",".522","3.5","5.6","4.7","34.5","0.0","0.0","19.8","38.1","122","128"
"3","Nikola Mirotic","40:31",".563",".563",".375",".250","0.0","31.0","17.1","2.9","2.4","5.2","10.1","10.7","103","114"
"4","Anthony Davis","38:45",".771",".696",".174",".739","14.6","17.7","16.3","4.7","0.0","5.5","6.2","36.9","151","121"
"5","Rajon Rondo","34:51",".470",".429",".143",".143","0.0","23.0","12.7","53.9","0.0","0.0","21.2","11.9","132","126"
"6","E'Twaun Moore","34:42",".618",".550",".300",".300","0.0","9.9","5.5","3.6","4.1","0.0","8.1","15.6","117","119"
"8","Darius Miller","22:50",".750",".750","1.000",".000","6.2","15.0","11.1","0.0","0.0","0.0","0.0","3.9","160","127"
"9","Solomon Hill","16:44",".798",".750","1.000","2.000","8.4","20.5","15.1","6.8","0.0","0.0","21.0","12.5","139","126"
"10","Ian Clark","10:55",".500",".500","1.000",".000","0.0","10.5","5.8","0.0","0.0","0.0","0.0","12.1","100","127"
"11","Jordan Crawford","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"12","Frank Jackson","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"13","Emeka Okafor","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Cheick Diallo","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","DeAndre Liggins","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".688",".635",".321",".500","20.6","85.7","56.6","62.2","5.0","8.8","12.8","100.0","130.4","122.5"
