"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Jrue Holiday","46:08","11","21",".524","2","6",".333","3","3","1.000","0","10","10","11","1","0","4","3","27","-9"
"3","Anthony Davis","45:42","13","26",".500","1","2",".500","7","9",".778","2","17","19","1","1","3","3","2","34","-8"
"4","E'Twaun Moore","40:24","4","12",".333","1","3",".333","1","2",".500","1","1","2","4","0","0","4","3","10","+2"
"5","Nikola Mirotic","37:25","4","9",".444","3","6",".500","1","2",".500","0","7","7","1","0","0","1","1","12","-14"
"6","Rajon Rondo","20:56","3","7",".429","1","2",".500","0","0","","0","2","2","7","3","0","2","1","7","-16"
"8","Ian Clark","29:40","4","9",".444","1","3",".333","0","0","","1","3","4","1","2","0","0","1","9","+5"
"9","Darius Miller","16:56","2","4",".500","1","2",".500","0","0","","0","0","0","0","0","0","0","1","5","-4"
"10","Solomon Hill","2:49","0","0","","0","0","","0","0","","0","0","0","1","0","1","0","0","0","-1"
"11","Jordan Crawford","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"12","DeAndre Liggins","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Cheick Diallo","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Emeka Okafor","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Frank Jackson","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"16","Team Totals","240","41","88",".466","10","24",".417","12","16",".750","4","40","44","26","7","4","14","12","104",""
