"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LeBron James","41:49",".719",".604",".167",".625","9.3","23.6","16.2","61.5","1.3","2.3","14.0","40.5","139","107"
"3","Kevin Love","37:21",".403",".227",".273",".545","13.9","22.7","18.1","4.5","0.0","0.0","12.8","19.9","96","112"
"4","J.R. Smith","32:57",".000",".000",".750",".000","0.0","8.6","4.1","14.1","3.3","0.0","20.0","14.4","21","107"
"5","Kyle Korver","32:53",".800",".773",".818",".182","3.9","21.5","12.3","0.0","1.7","0.0","7.8","18.6","148","108"
"6","Jose Calderon","20:27",".500",".500",".833",".000","6.3","6.9","6.6","0.0","5.4","0.0","14.3","16.3","95","103"
"8","Rodney Hood","20:55",".410",".250",".250",".500","0.0","6.7","3.2","8.0","0.0","4.5","17.0","13.4","83","111"
"9","Jeff Green","20:02",".833",".833",".667",".000","0.0","14.1","6.7","9.1","0.0","0.0","0.0","7.1","174","113"
"10","Larry Nance","18:47",".644",".667",".000",".667","6.9","15.0","10.8","9.9","0.0","5.0","0.0","9.8","148","109"
"11","Jordan Clarkson","14:49",".400",".400",".400",".000","0.0","9.5","4.6","13.2","0.0","0.0","28.6","22.5","64","114"
"12","Tristan Thompson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Kendrick Perkins","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Ante Zizic","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Cedi Osman","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".564",".480",".427",".360","27.0","79.4","52.1","51.6","6.9","5.9","13.9","100.0","112.2","108.7"
