"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Anthony Davis","40:38",".584",".538",".077",".346","5.4","24.9","16.4","4.8","2.4","8.0","9.1","37.3","107","89"
"3","Nikola Mirotic","39:35",".533",".533",".667",".000","2.8","21.3","13.2","10.8","2.5","8.2","6.3","18.6","104","90"
"4","Rajon Rondo","39:20",".333",".333",".111",".000","0.0","17.1","9.7","55.6","1.3","0.0","18.2","12.9","108","100"
"5","Jrue Holiday","39:13",".514",".525",".250",".050","5.6","10.7","8.5","8.5","1.3","4.1","12.8","27.5","91","101"
"6","E'Twaun Moore","26:44",".500",".500",".250",".000","4.1","3.2","3.6","9.6","1.9","0.0","20.0","8.6","99","106"
"8","Ian Clark","24:42","1.000","1.000",".400",".000","0.0","3.4","1.9","5.8","2.0","3.3","28.6","13.0","120","103"
"9","Darius Miller","14:01",".000",".000","1.000",".000","0.0","24.0","13.6","0.0","0.0","0.0","50.0","6.6","0","100"
"10","Cheick Diallo","10:16",".250",".250",".000",".000","10.6","8.2","9.3","0.0","0.0","7.9","0.0","17.9","67","102"
"11","Solomon Hill","5:31",".750",".750","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","33.3","25.0","80","111"
"12","Jordan Crawford","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","DeAndre Liggins","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Frank Jackson","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Emeka Okafor","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".537",".523",".279",".116","15.9","73.7","48.5","63.4","8.2","20.3","13.4","100.0","100.0","98.0"
