"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","DeMar DeRozan","33:27","6","18",".333","0","4",".000","4","4","1.000","0","2","2","4","0","0","0","2","16","-6"
"3","Kyle Lowry","31:37","9","15",".600","3","7",".429","3","4",".750","1","5","6","6","1","0","2","2","24","0"
"4","Jonas Valanciunas","30:55","6","13",".462","0","0","","2","2","1.000","6","6","12","0","1","2","1","3","14","+6"
"5","Serge Ibaka","22:37","3","10",".300","1","3",".333","0","0","","1","2","3","1","0","1","0","1","7","-5"
"6","OG Anunoby","20:05","2","3",".667","1","2",".500","2","2","1.000","0","1","1","0","0","0","0","1","7","+3"
"8","Delon Wright","24:17","2","6",".333","0","0","","0","0","","2","2","4","2","4","1","1","0","4","+12"
"9","Pascal Siakam","22:08","5","6",".833","0","0","","1","3",".333","3","5","8","0","1","2","0","3","11","+18"
"10","C.J. Miles","19:03","3","7",".429","1","3",".333","0","0","","0","0","0","0","1","0","1","2","7","+6"
"11","Fred VanVleet","18:46","2","7",".286","1","5",".200","0","0","","0","4","4","4","0","0","1","1","5","+12"
"12","Jakob Poeltl","17:05","2","5",".400","0","1",".000","3","4",".750","3","4","7","1","0","0","0","5","7","+4"
"13","Norman Powell","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Lorenzo Brown","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Lucas Nogueira","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","40","90",".444","7","25",".280","15","19",".789","16","31","47","18","8","6","6","20","102",""
