"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","DeMar DeRozan","33:27",".405",".333",".222",".222","0.0","6.8","3.2","18.3","0.0","0.0","0.0","27.2","105","115"
"3","Kyle Lowry","31:37",".716",".700",".467",".267","3.2","18.1","10.2","34.6","1.7","0.0","10.7","27.3","142","107"
"4","Jonas Valanciunas","30:55",".504",".462",".000",".154","19.8","22.2","20.9","0.0","1.8","5.4","6.7","22.1","119","101"
"5","Serge Ibaka","22:37",".350",".350",".300",".000","4.5","10.1","7.2","6.3","0.0","3.7","0.0","20.3","93","111"
"6","OG Anunoby","20:05",".902",".833",".667",".667","0.0","5.7","2.7","0.0","0.0","0.0","0.0","8.9","193","115"
"8","Delon Wright","24:17",".333",".333",".000",".000","8.4","9.4","8.9","11.0","9.1","3.5","14.3","13.3","89","91"
"9","Pascal Siakam","22:08",".751",".833",".000",".500","13.8","25.8","19.5","0.0","2.5","7.6","0.0","15.2","159","97"
"10","C.J. Miles","19:03",".500",".500",".429",".000","0.0","0.0","0.0","0.0","2.9","0.0","12.5","19.3","93","111"
"11","Fred VanVleet","18:46",".357",".357",".714",".000","0.0","24.4","11.5","29.3","0.0","0.0","12.5","19.6","92","108"
"12","Jakob Poeltl","17:05",".518",".400",".200",".800","17.9","26.8","22.1","8.2","0.0","0.0","0.0","18.2","137","107"
"13","Lorenzo Brown","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Norman Powell","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Lucas Nogueira","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".519",".483",".278",".211","34.0","73.8","52.8","45.0","9.2","10.5","5.7","100.0","117.5","106.0"
