"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Terry Rozier","40:05","4","15",".267","3","9",".333","6","6","1.000","1","5","6","2","1","0","2","2","17","+5"
"3","Jayson Tatum","39:24","8","15",".533","0","0","","9","11",".818","1","2","3","4","1","0","2","4","25","0"
"4","Al Horford","38:34","7","16",".438","0","1",".000","1","1","1.000","2","6","8","3","5","0","1","4","15","+8"
"5","Jaylen Brown","31:08","10","13",".769","3","4",".750","1","4",".250","1","3","4","2","0","2","2","3","24","0"
"6","Aron Baynes","24:49","5","8",".625","1","2",".500","2","2","1.000","5","4","9","1","1","0","0","4","13","-6"
"8","Marcus Smart","33:02","3","8",".375","0","2",".000","8","13",".615","2","4","6","6","3","0","2","2","14","+10"
"9","Marcus Morris","24:38","1","10",".100","0","2",".000","4","4","1.000","1","2","3","0","1","1","1","5","6","-1"
"10","Semi Ojeleye","8:20","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-6"
"11","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"12","Guerschon Yabusele","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Abdel Nader","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240","38","85",".447","7","20",".350","31","41",".756","13","26","39","18","12","3","10","24","114",""
