"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Victor Oladipo","41:27",".601",".571",".429",".429","0.0","33.1","17.2","28.5","4.0","0.0","7.4","30.7","125","106"
"3","Darren Collison","40:26",".779",".731",".231",".308","0.0","2.8","1.5","9.4","1.4","0.0","11.9","19.6","142","125"
"4","Thaddeus Young","37:37",".504",".500",".231",".154","16.4","15.2","15.8","18.0","1.5","0.0","12.6","20.0","114","119"
"5","Bojan Bogdanovic","37:02",".167",".167",".778",".000","0.0","0.0","0.0","7.5","1.5","0.0","25.0","15.3","38","126"
"6","Myles Turner","25:02",".769",".667",".333","1.667","4.9","13.7","9.5","0.0","0.0","0.0","0.0","9.8","169","123"
"8","Domantas Sabonis","26:01",".425",".300",".100",".400","14.2","8.8","11.4","0.0","0.0","0.0","7.8","23.2","99","125"
"9","Cory Joseph","13:23",".500",".500",".667",".000","0.0","8.5","4.4","11.1","0.0","0.0","25.0","14.1","87","126"
"10","Lance Stephenson","11:57",".667",".667",".667",".000","0.0","9.6","5.0","0.0","0.0","0.0","0.0","23.7","135","125"
"11","Trevor Booker","7:04",".500",".500",".500",".000","17.4","32.3","25.2","0.0","0.0","0.0","0.0","13.4","126","115"
"12","Glenn Robinson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","T.J. Leaf","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Joe Young","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Al Jefferson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".558",".513",".388",".300","25.6","64.3","45.7","41.7","6.9","0.0","10.8","100.0","115.8","120.4"
