"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","LaMarcus Aldridge","40:20","8","18",".444","0","2",".000","14","14","1.000","3","9","12","4","1","0","2","3","30","-3"
"3","Patty Mills","36:28","7","15",".467","4","10",".400","0","0","","2","3","5","0","0","0","1","3","18","-5"
"4","Rudy Gay","32:51","4","15",".267","1","4",".250","0","0","","1","3","4","2","0","0","2","4","9","-2"
"5","Dejounte Murray","18:14","2","6",".333","0","1",".000","2","3",".667","1","7","8","0","0","0","0","2","6","-10"
"6","Danny Green","15:34","0","5",".000","0","4",".000","0","0","","1","0","1","0","0","0","1","1","0","-10"
"8","Manu Ginobili","24:51","3","7",".429","1","4",".250","3","3","1.000","0","5","5","7","0","0","2","3","10","-3"
"9","Pau Gasol","17:32","0","3",".000","0","0","","1","2",".500","2","4","6","3","0","0","1","0","1","-5"
"10","Kyle Anderson","16:58","5","5","1.000","0","0","","0","0","","3","1","4","0","3","0","3","3","10","-7"
"11","Davis Bertans","15:40","1","3",".333","1","3",".333","0","0","","0","2","2","3","1","0","0","1","3","+3"
"12","Tony Parker","14:16","2","7",".286","0","1",".000","0","0","","0","1","1","1","0","0","1","1","4","-2"
"13","Bryn Forbes","7:16","0","2",".000","0","1",".000","0","0","","0","0","0","1","0","0","0","1","0","+4"
"14","Joffrey Lauvergne","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Derrick White","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","32","86",".372","7","30",".233","20","22",".909","13","35","48","21","5","0","13","22","91",""
