"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","John Wall","43:04","10","24",".417","0","1",".000","7","10",".700","0","6","6","14","4","0","4","2","27","+9"
"3","Otto Porter","39:44","4","8",".500","2","3",".667","2","4",".500","1","5","6","1","1","2","1","1","12","+9"
"4","Bradley Beal","31:32","10","19",".526","5","7",".714","6","7",".857","2","3","5","2","0","0","4","6","31","+5"
"5","Markieff Morris","30:34","3","7",".429","0","1",".000","0","0","","2","3","5","1","1","3","1","4","6","+16"
"6","Marcin Gortat","27:55","6","8",".750","0","0","","0","3",".000","1","5","6","1","0","0","1","3","12","+14"
"8","Kelly Oubre","23:53","2","6",".333","0","1",".000","6","7",".857","0","5","5","2","2","0","1","2","10","+5"
"9","Ty Lawson","14:52","0","4",".000","0","0","","0","0","","0","1","1","1","2","0","0","0","0","-8"
"10","Mike Scott","14:51","2","5",".400","0","3",".000","0","0","","1","1","2","1","0","1","1","3","4","+1"
"11","Ian Mahinmi","7:44","2","3",".667","0","0","","0","0","","1","2","3","0","0","2","0","1","4","-5"
"12","Tomas Satoransky","5:51","0","1",".000","0","1",".000","0","0","","1","0","1","0","0","0","0","1","0","-6"
"13","Jason Smith","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Tim Frazier","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Jodie Meeks","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended","Player Suspended"
"16","Team Totals","240","39","85",".459","7","17",".412","21","31",".677","9","31","40","23","10","8","13","23","106",""
