"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Jaylen Brown","38:00","5","13",".385","3","8",".375","1","2",".500","0","6","6","2","2","1","0","4","14","+10"
"3","Al Horford","37:33","7","15",".467","2","5",".400","6","10",".600","1","13","14","3","0","2","6","3","22","+4"
"4","Terry Rozier","33:02","4","10",".400","2","6",".333","6","8",".750","0","3","3","5","1","1","2","2","16","+4"
"5","Semi Ojeleye","31:04","1","3",".333","1","3",".333","2","2","1.000","1","6","7","0","0","0","1","4","5","-5"
"6","Jayson Tatum","24:42","2","7",".286","1","3",".333","3","3","1.000","0","3","3","4","0","0","0","3","8","0"
"8","Marcus Morris","26:03","4","10",".400","1","4",".250","1","2",".500","1","7","8","2","1","0","1","0","10","+6"
"9","Marcus Smart","24:55","2","7",".286","0","2",".000","5","5","1.000","0","5","5","4","1","3","5","2","9","+2"
"10","Shane Larkin","14:14","2","2","1.000","0","0","","0","0","","1","1","2","2","2","0","1","2","4","+3"
"11","Aron Baynes","10:27","2","2","1.000","0","0","","0","0","","1","1","2","0","0","0","1","1","4","+1"
"12","Guerschon Yabusele","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Abdel Nader","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240","29","69",".420","10","31",".323","24","32",".750","5","45","50","22","7","7","17","21","92",""
