"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Ben Simmons","40:15",".575",".462",".077",".615","3.3","32.8","18.8","24.7","4.9","0.0","15.4","21.7","119","104"
"3","Joel Embiid","30:21",".653",".591",".364","1.364","4.4","23.7","14.6","19.1","1.6","11.9","14.6","30.4","122","104"
"4","Dario Saric","29:59",".560",".529",".412",".235","13.3","16.0","14.7","21.5","0.0","0.0","0.0","28.0","129","118"
"5","J.J. Redick","28:17",".530",".500",".556",".111","0.0","0.0","0.0","14.9","0.0","0.0","0.0","14.9","120","120"
"6","Robert Covington","25:30",".764",".800",".400","1.000","0.0","4.7","2.5","21.3","5.8","4.7","21.7","16.1","128","102"
"8","Marco Belinelli","32:55",".733",".692",".615",".231","0.0","14.6","7.7","23.7","1.5","0.0","0.0","19.5","155","114"
"9","Ersan Ilyasova","19:42",".800",".800",".600",".000","0.0","18.3","9.6","0.0","0.0","6.1","16.7","13.6","113","113"
"10","Amir Johnson","13:53","1.000","1.000",".000",".000","9.6","8.6","9.1","0.0","0.0","0.0","0.0","6.4","209","119"
"11","Justin Anderson","9:18","1.000","1.000","1.000",".000","0.0","51.6","27.2","0.0","0.0","0.0","25.0","19.2","110","112"
"12","T.J. McConnell","5:29",".727",".667",".333",".333","0.0","0.0","0.0","0.0","9.0","0.0","0.0","28.1","142","98"
"13","Markelle Fultz","4:21","","","","","0.0","27.6","14.5","26.9","0.0","0.0","","0.0","244","115"
"14","Timothe Luwawu-Cabarrot","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Richaun Holmes","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".658",".617",".420",".457","16.7","87.5","53.9","68.3","10.2","12.5","9.3","100.0","131.1","110.6"
