"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","LeBron James","39:53","17","24",".708","2","5",".400","10","13",".769","1","11","12","5","2","0","3","1","46","+7"
"3","J.R. Smith","35:00","2","5",".400","0","2",".000","1","2",".500","0","0","0","1","2","1","2","1","5","+8"
"4","Kevin Love","34:24","5","16",".313","2","6",".333","3","3","1.000","3","5","8","0","0","0","3","1","15","+4"
"5","Kyle Korver","30:54","4","8",".500","4","8",".500","0","0","","0","3","3","1","1","0","0","2","12","+15"
"6","George Hill","20:01","2","3",".667","1","1","1.000","1","2",".500","0","0","0","3","0","0","2","6","6","+16"
"8","Larry Nance","24:07","1","1","1.000","0","0","","0","2",".000","1","4","5","2","1","1","0","2","2","-11"
"9","Rodney Hood","15:36","2","5",".400","1","2",".500","0","0","","0","0","0","1","0","0","2","1","5","+1"
"10","Jordan Clarkson","14:00","1","4",".250","0","0","","0","0","","0","0","0","1","0","0","0","0","2","-7"
"11","Jose Calderon","13:27","2","4",".500","1","3",".333","0","0","","0","0","0","0","1","0","2","4","5","-11"
"12","Jeff Green","12:37","1","3",".333","0","1",".000","0","0","","1","1","2","1","1","0","1","1","2","-7"
"13","Tristan Thompson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Ante Zizic","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Cedi Osman","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","37","73",".507","11","28",".393","15","22",".682","6","24","30","15","8","2","15","19","100",""
