"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Robert Covington","40:26",".693",".667",".467",".133","9.1","15.6","11.9","7.8","2.6","5.2","0.0","17.3","151","111"
"3","Joel Embiid","36:53",".406",".386",".273",".273","10.0","34.2","20.2","22.0","1.4","2.8","7.5","31.8","96","113"
"4","J.J. Redick","36:00",".676",".676",".529",".000","2.6","7.0","4.4","9.5","1.4","0.0","0.0","20.8","139","120"
"5","Dario Saric","34:02",".474",".385",".462",".308","8.1","22.3","14.1","12.3","0.0","0.0","11.9","21.7","105","121"
"6","Ben Simmons","30:50",".102",".000",".000",".500","0.0","20.5","8.6","27.2","0.0","3.4","50.6","14.1","48","118"
"8","Marco Belinelli","19:34",".500",".500",".364",".000","0.0","6.5","2.7","26.5","0.0","0.0","15.4","29.2","93","123"
"9","T.J. McConnell","17:12","1.000","1.000",".000",".000","5.4","0.0","3.1","48.4","6.0","0.0","0.0","10.2","212","110"
"10","Ersan Ilyasova","16:00",".333",".333",".167",".000","17.3","23.7","20.0","8.8","3.2","0.0","0.0","16.5","104","113"
"11","Amir Johnson","9:03","","","","","0.0","14.0","5.9","26.5","0.0","0.0","","0.0","233","121"
"12","Jerryd Bayless","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Richaun Holmes","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Justin Anderson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Markelle Fultz","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".525",".505",".359",".152","30.8","86.8","54.4","75.0","7.5","8.7","10.1","100.0","110.9","116.3"
