"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Chris Paul","37:41","13","22",".591","8","10",".800","7","8",".875","0","7","7","10","1","0","0","1","41","+20"
"3","P.J. Tucker","35:44","7","9",".778","5","7",".714","0","0","","1","5","6","2","0","3","1","4","19","+12"
"4","James Harden","34:38","7","22",".318","1","7",".143","3","4",".750","1","3","4","4","2","0","3","3","18","+7"
"5","Clint Capela","31:13","1","2",".500","0","0","","3","4",".750","1","4","5","0","3","5","0","4","5","+4"
"6","Trevor Ariza","24:51","1","4",".250","0","2",".000","0","0","","1","5","6","1","1","0","1","2","2","+6"
"8","Eric Gordon","30:46","2","8",".250","1","5",".200","0","0","","0","3","3","2","0","0","2","1","5","+1"
"9","Luc Mbah a Moute","20:26","3","5",".600","1","2",".500","1","1","1.000","0","2","2","2","1","0","2","1","8","+3"
"10","Gerald Green","13:19","3","7",".429","2","6",".333","0","0","","1","4","5","0","1","0","0","2","8","+3"
"11","Nene Hilario","11:22","3","4",".750","0","0","","0","0","","1","1","2","0","1","0","0","0","6","-6"
"12","Ryan Anderson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Joe Johnson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Tarik Black","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Aaron Jackson","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","40","83",".482","18","39",".462","14","17",".824","6","34","40","21","10","8","9","18","112",""
