"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","DeMar DeRozan","39:09",".601",".563",".167",".250","0.0","5.7","2.9","26.3","0.0","0.0","13.1","36.0","106","111"
"3","Kyle Lowry","37:37",".612",".654",".462",".154","0.0","5.9","3.0","43.9","4.0","0.0","6.7","18.2","128","103"
"4","Jonas Valanciunas","32:16",".474",".385",".000",".308","14.2","31.1","22.8","9.7","1.6","4.6","0.0","21.0","115","95"
"5","Serge Ibaka","22:55",".387",".333",".333",".667","0.0","9.7","4.9","5.8","0.0","0.0","20.5","9.8","71","110"
"6","OG Anunoby","21:35",".375",".375","1.000",".000","0.0","15.5","7.8","0.0","2.3","3.5","33.3","12.8","46","100"
"8","Delon Wright","26:25",".765",".700",".200",".400","0.0","21.1","10.7","6.7","3.8","2.8","14.5","24.0","124","96"
"9","C.J. Miles","23:29",".508",".429","1.000",".286","0.0","19.0","9.6","12.1","2.1","3.2","0.0","15.4","111","100"
"10","Jakob Poeltl","15:44",".589",".600",".000","1.200","14.5","7.1","10.8","21.2","3.2","0.0","0.0","22.3","136","104"
"11","Pascal Siakam","12:21",".694",".500",".000","1.000","0.0","9.0","4.6","22.8","0.0","0.0","0.0","10.7","160","110"
"12","Norman Powell","8:29",".000",".000","1.000",".000","0.0","0.0","0.0","14.9","0.0","0.0","0.0","5.4","53","113"
"13","Alfonzo McKinnie","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Lorenzo Brown","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Lucas Nogueira","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".573",".530",".305",".341","14.3","67.4","41.2","68.4","9.4","7.8","9.6","100.0","112.6","102.2"
